Order ID,Order Date,Ship Date,Ship Mode,Segment,City,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1217,2022-10-30,2022-11-03,Second Class,Home Office,Detroit,North,Office Supplies,Envelopes,1415.89,10,0.3,-198.93
ORD-1218,2022-03-06,2022-03-10,Same Day,Consumer,Denver,West,Office Supplies,Paper,3992.47,7,0.0,1180.53
ORD-1219,2023-05-17,2023-05-24,Same Day,Home Office,Detroit,North,Furniture,Bookcases,1897.41,8,0.3,89.58
ORD-1220,2021-06-24,2021-06-25,Standard Class,Home Office,Miami,South,Office Supplies,Paper,3849.39,10,0.2,-385.32
ORD-1221,2021-01-22,2021-01-23,Second Class,Corporate,Houston,South,Technology,Copiers,1308.52,9,0.4,-164.8
ORD-1222,2022-12-08,2022-12-09,Standard Class,Home Office,Detroit,North,Technology,Copiers,2424.2,2,0.2,-61.11
ORD-1223,2023-07-22,2023-07-29,Same Day,Home Office,Seattle,West,Technology,Accessories,1050.2,2,0.3,-152.81
ORD-1224,2021-04-02,2021-04-09,Second Class,Home Office,Miami,South,Technology,Phones,3559.68,2,0.0,1084.83
ORD-1225,2022-11-09,2022-11-14,Second Class,Consumer,San Francisco,West,Office Supplies,Binders,2143.32,7,0.3,-386.75
ORD-1226,2023-07-10,2023-07-15,First Class,Home Office,Dallas,South,Technology,Phones,2159.17,4,0.0,564.45
ORD-1227,2023-01-20,2023-01-23,First Class,Home Office,Boston,East,Office Supplies,Paper,1001.43,8,0.0,128.89
ORD-1228,2022-12-14,2022-12-17,Standard Class,Home Office,Houston,South,Office Supplies,Envelopes,4230.68,5,0.4,-1261.77
ORD-1229,2022-09-18,2022-09-19,Second Class,Home Office,San Francisco,West,Technology,Phones,931.56,7,0.1,96.18
ORD-1230,2021-12-21,2021-12-26,Same Day,Home Office,Atlanta,South,Technology,Computers,850.99,6,0.2,-91.83
ORD-1231,2021-10-07,2021-10-09,Same Day,Home Office,Newark,East,Technology,Phones,4079.78,8,0.4,-809.3
ORD-1232,2021-12-09,2021-12-10,Second Class,Home Office,Atlanta,South,Technology,Copiers,2835.68,5,0.1,106.7
ORD-1233,2023-11-13,2023-11-14,Standard Class,Home Office,Milwaukee,North,Furniture,Furnishings,2872.12,6,0.2,237.05
ORD-1234,2021-07-29,2021-08-04,Same Day,Corporate,Atlanta,South,Office Supplies,Binders,4153.75,1,0.1,163.3
ORD-1235,2022-05-01,2022-05-03,Same Day,Consumer,Chicago,North,Furniture,Furnishings,4057.3,10,0.4,-581.25
ORD-1236,2022-12-20,2022-12-25,First Class,Home Office,Los Angeles,West,Furniture,Tables,1419.8,5,0.4,-425.21
ORD-1237,2023-04-23,2023-04-24,Second Class,Consumer,Detroit,North,Office Supplies,Paper,4962.58,3,0.1,796.14
ORD-1238,2021-10-19,2021-10-24,Standard Class,Corporate,Milwaukee,North,Furniture,Furnishings,3169.36,2,0.3,-435.62
ORD-1239,2023-09-27,2023-09-30,First Class,Consumer,Milwaukee,North,Office Supplies,Storage,2918.14,8,0.0,785.8
ORD-1240,2023-10-11,2023-10-14,Second Class,Home Office,Dallas,South,Furniture,Furnishings,1627.87,10,0.2,-79.23
ORD-1241,2021-07-23,2021-07-29,Same Day,Corporate,Houston,South,Technology,Phones,3923.77,3,0.3,-961.78
ORD-1242,2022-09-11,2022-09-13,First Class,Consumer,Boston,East,Technology,Computers,4374.63,6,0.2,-533.7
ORD-1243,2023-03-23,2023-03-29,Standard Class,Consumer,Chicago,North,Office Supplies,Binders,1541.44,2,0.1,121.42
ORD-1244,2022-04-09,2022-04-14,Standard Class,Corporate,San Francisco,West,Technology,Phones,3406.31,6,0.0,178.55
ORD-1245,2023-02-24,2023-02-25,First Class,Consumer,San Francisco,West,Technology,Phones,3659.2,6,0.0,296.25
ORD-1246,2023-12-23,2023-12-28,Second Class,Corporate,Houston,South,Furniture,Tables,62.2,4,0.1,5.1
ORD-1247,2021-10-14,2021-10-21,First Class,Consumer,Houston,South,Furniture,Chairs,633.32,7,0.3,-91.54
ORD-1248,2022-08-07,2022-08-14,Second Class,Home Office,San Francisco,West,Technology,Phones,4707.57,5,0.0,1432.83
ORD-1249,2021-04-22,2021-04-29,Second Class,Corporate,Seattle,West,Office Supplies,Envelopes,4491.6,2,0.1,442.27
ORD-1250,2022-10-11,2022-10-13,Second Class,Corporate,Philadelphia,East,Office Supplies,Paper,1946.45,9,0.4,-435.5
ORD-1251,2022-06-21,2022-06-23,First Class,Home Office,New York,East,Furniture,Chairs,218.34,7,0.0,73.06
ORD-1252,2021-11-09,2021-11-12,Second Class,Home Office,Houston,South,Technology,Copiers,436.31,4,0.0,88.74
ORD-1253,2023-06-15,2023-06-21,Same Day,Consumer,Minneapolis,North,Technology,Phones,4768.07,2,0.1,-155.57
ORD-1254,2021-12-26,2021-12-27,Same Day,Corporate,Miami,South,Office Supplies,Paper,83.07,3,0.1,13.33
ORD-1255,2022-07-05,2022-07-11,First Class,Home Office,Detroit,North,Furniture,Bookcases,4434.35,7,0.0,667.38
ORD-1256,2023-07-22,2023-07-27,First Class,Consumer,Newark,East,Technology,Phones,1813.42,3,0.3,14.16
ORD-1257,2023-11-09,2023-11-10,First Class,Corporate,Detroit,North,Furniture,Chairs,239.31,8,0.0,29.52
ORD-1258,2022-04-05,2022-04-08,First Class,Consumer,Denver,West,Furniture,Chairs,1256.35,2,0.2,-86.21
ORD-1259,2023-04-02,2023-04-03,First Class,Consumer,New York,East,Furniture,Tables,4387.42,5,0.2,360.02
ORD-1260,2022-08-21,2022-08-26,Same Day,Consumer,Dallas,South,Furniture,Bookcases,3926.85,6,0.4,-1088.62
ORD-1261,2021-02-18,2021-02-20,Same Day,Home Office,Denver,West,Furniture,Chairs,2716.9,1,0.0,910.97
ORD-1262,2023-05-10,2023-05-14,Standard Class,Consumer,Detroit,North,Furniture,Tables,4806.7,2,0.1,785.87
ORD-1263,2021-06-23,2021-06-28,Standard Class,Home Office,Atlanta,South,Office Supplies,Storage,495.97,7,0.1,70.01
ORD-1264,2022-08-21,2022-08-24,First Class,Corporate,Boston,East,Technology,Computers,4257.55,6,0.3,-169.38
ORD-1265,2021-10-06,2021-10-13,Same Day,Corporate,Detroit,North,Furniture,Chairs,3855.33,3,0.0,372.51
ORD-1266,2022-03-02,2022-03-06,Second Class,Home Office,Minneapolis,North,Technology,Phones,1555.37,2,0.2,164.47
ORD-1267,2022-11-03,2022-11-05,Standard Class,Home Office,Detroit,North,Office Supplies,Paper,474.24,7,0.1,114.06
ORD-1268,2023-04-09,2023-04-16,Standard Class,Consumer,Chicago,North,Technology,Computers,2271.96,8,0.4,-624.89
ORD-1269,2021-09-25,2021-09-27,First Class,Consumer,Boston,East,Furniture,Chairs,4121.89,2,0.2,230.35
ORD-1270,2021-09-21,2021-09-22,Standard Class,Consumer,Newark,East,Furniture,Tables,4527.29,8,0.2,-512.68
ORD-1271,2021-03-02,2021-03-06,First Class,Corporate,Atlanta,South,Office Supplies,Envelopes,3422.4,3,0.1,192.28
ORD-1272,2022-08-28,2022-09-01,First Class,Corporate,Dallas,South,Furniture,Chairs,2071.72,2,0.4,-427.38
ORD-1273,2021-02-09,2021-02-13,First Class,Home Office,San Francisco,West,Technology,Computers,3913.94,8,0.2,-23.85
ORD-1274,2021-02-23,2021-02-26,Standard Class,Corporate,Detroit,North,Technology,Accessories,2993.64,5,0.0,954.16
ORD-1275,2021-07-25,2021-07-27,Second Class,Home Office,Detroit,North,Office Supplies,Binders,3291.18,1,0.2,33.26
ORD-1276,2022-04-30,2022-05-05,First Class,Home Office,Dallas,South,Technology,Computers,1603.66,1,0.2,199.16
ORD-1277,2022-09-25,2022-09-27,Second Class,Consumer,Denver,West,Office Supplies,Binders,2462.37,10,0.0,164.61
ORD-1278,2021-09-25,2021-09-28,Second Class,Consumer,Dallas,South,Furniture,Bookcases,3590.35,3,0.2,-474.4
ORD-1279,2021-07-26,2021-07-29,Same Day,Home Office,Milwaukee,North,Furniture,Bookcases,1522.79,7,0.1,369.67
ORD-1280,2021-12-26,2021-12-30,Same Day,Home Office,Detroit,North,Furniture,Bookcases,1547.98,1,0.2,-173.06
ORD-1281,2021-08-02,2021-08-06,Second Class,Home Office,Boston,East,Furniture,Bookcases,720.4,6,0.0,87.46
ORD-1282,2021-01-24,2021-01-27,Standard Class,Consumer,Newark,East,Office Supplies,Storage,1064.23,2,0.0,165.11
ORD-1283,2023-04-28,2023-05-02,Same Day,Home Office,Dallas,South,Technology,Copiers,4411.22,2,0.2,60.91
ORD-1284,2021-03-10,2021-03-13,First Class,Consumer,Los Angeles,West,Furniture,Furnishings,119.99,2,0.2,16.26
ORD-1285,2022-11-24,2022-11-29,Second Class,Home Office,Houston,South,Furniture,Chairs,4926.67,7,0.3,-190.41
ORD-1286,2022-11-10,2022-11-12,First Class,Home Office,Houston,South,Furniture,Chairs,4872.5,9,0.3,-199.0
ORD-1287,2021-04-12,2021-04-16,Standard Class,Corporate,Chicago,North,Technology,Computers,2867.41,6,0.3,-584.73
ORD-1288,2021-07-18,2021-07-19,Standard Class,Corporate,Boston,East,Technology,Copiers,1050.63,8,0.2,150.36
ORD-1289,2021-07-06,2021-07-12,First Class,Consumer,Miami,South,Technology,Copiers,2729.75,7,0.1,167.35
ORD-1290,2023-08-11,2023-08-14,Standard Class,Consumer,Atlanta,South,Furniture,Bookcases,1146.69,3,0.2,22.1
ORD-1291,2021-05-05,2021-05-12,Same Day,Home Office,Detroit,North,Office Supplies,Envelopes,1947.79,9,0.4,-437.1
ORD-1292,2023-03-20,2023-03-27,Second Class,Consumer,Los Angeles,West,Technology,Accessories,3577.24,9,0.4,-639.02
ORD-1293,2022-01-30,2022-02-01,Second Class,Home Office,Dallas,South,Furniture,Tables,232.53,7,0.0,80.57
ORD-1294,2021-05-18,2021-05-19,Same Day,Consumer,Seattle,West,Office Supplies,Storage,1952.73,5,0.3,-164.78
ORD-1295,2021-10-31,2021-11-05,Standard Class,Corporate,Dallas,South,Furniture,Furnishings,2947.91,10,0.0,965.38
ORD-1296,2023-09-22,2023-09-27,Second Class,Home Office,Milwaukee,North,Technology,Accessories,3052.63,7,0.0,310.33
ORD-1297,2022-05-02,2022-05-03,First Class,Corporate,Miami,South,Furniture,Furnishings,3733.83,1,0.2,444.73
ORD-1298,2022-04-12,2022-04-14,First Class,Home Office,Chicago,North,Technology,Copiers,1516.39,6,0.3,-26.98
ORD-1299,2023-06-24,2023-06-26,First Class,Consumer,Dallas,South,Office Supplies,Paper,4568.9,9,0.3,-126.63
ORD-1300,2021-10-05,2021-10-12,Second Class,Consumer,Denver,West,Furniture,Bookcases,4259.45,4,0.4,-1453.82
ORD-1301,2023-01-09,2023-01-15,Same Day,Home Office,Los Angeles,West,Furniture,Furnishings,1011.57,9,0.2,98.17
ORD-1302,2023-02-02,2023-02-06,First Class,Corporate,Boston,East,Office Supplies,Paper,2978.34,8,0.1,709.31
ORD-1303,2021-02-26,2021-03-02,Second Class,Home Office,Seattle,West,Technology,Phones,267.26,4,0.4,-31.02
ORD-1304,2023-04-19,2023-04-24,Second Class,Home Office,Seattle,West,Office Supplies,Binders,119.86,3,0.0,23.04
ORD-1305,2022-07-18,2022-07-22,Same Day,Corporate,Philadelphia,East,Furniture,Bookcases,4479.51,4,0.2,-55.1
ORD-1306,2023-11-14,2023-11-20,First Class,Corporate,Houston,South,Office Supplies,Paper,4833.1,10,0.2,89.11
ORD-1307,2022-07-21,2022-07-27,Second Class,Consumer,Philadelphia,East,Technology,Phones,1639.18,5,0.2,-117.46
ORD-1308,2021-10-14,2021-10-20,Same Day,Corporate,Seattle,West,Furniture,Furnishings,146.77,5,0.3,7.23
ORD-1309,2022-12-04,2022-12-10,First Class,Home Office,Dallas,South,Office Supplies,Paper,3572.58,8,0.4,-566.28
ORD-1310,2021-07-19,2021-07-23,Second Class,Home Office,Minneapolis,North,Furniture,Tables,657.16,9,0.2,44.4
ORD-1311,2022-12-29,2022-12-31,First Class,Corporate,Detroit,North,Office Supplies,Paper,3726.17,6,0.2,-88.9
ORD-1312,2021-04-20,2021-04-27,Same Day,Consumer,Milwaukee,North,Technology,Phones,3179.3,2,0.4,-212.09
ORD-1313,2023-04-27,2023-04-28,First Class,Corporate,Philadelphia,East,Office Supplies,Envelopes,4356.83,4,0.1,-38.3
ORD-1314,2021-06-15,2021-06-19,Standard Class,Corporate,Dallas,South,Furniture,Bookcases,1676.49,1,0.1,73.81
ORD-1315,2023-09-30,2023-10-07,Same Day,Corporate,Detroit,North,Furniture,Tables,3822.57,7,0.0,339.53
ORD-1316,2021-03-19,2021-03-24,Second Class,Consumer,Houston,South,Technology,Copiers,1013.08,6,0.2,136.79
ORD-1317,2022-12-07,2022-12-10,Second Class,Consumer,Boston,East,Office Supplies,Binders,662.08,5,0.3,-65.55
ORD-1318,2023-12-02,2023-12-07,First Class,Corporate,Newark,East,Technology,Accessories,2630.11,3,0.3,43.11
ORD-1319,2021-02-09,2021-02-11,Second Class,Consumer,Milwaukee,North,Furniture,Tables,1137.12,1,0.1,15.19
ORD-1320,2022-06-08,2022-06-15,Standard Class,Home Office,Milwaukee,North,Office Supplies,Paper,2682.97,1,0.0,612.19
ORD-1321,2023-06-29,2023-07-03,Second Class,Home Office,Newark,East,Furniture,Chairs,635.5,3,0.2,-4.88
ORD-1322,2023-12-02,2023-12-05,Standard Class,Corporate,New York,East,Technology,Copiers,3121.53,2,0.1,236.14
ORD-1323,2022-02-14,2022-02-21,Same Day,Corporate,Boston,East,Furniture,Furnishings,1329.71,6,0.4,-77.21
ORD-1324,2023-09-12,2023-09-15,Same Day,Consumer,San Francisco,West,Furniture,Furnishings,1187.84,2,0.0,298.73
ORD-1325,2022-06-09,2022-06-15,Standard Class,Consumer,New York,East,Office Supplies,Paper,1171.18,1,0.2,-82.88
ORD-1326,2023-05-23,2023-05-29,Second Class,Corporate,Philadelphia,East,Technology,Accessories,597.19,3,0.0,31.59
ORD-1327,2023-02-03,2023-02-10,First Class,Corporate,Chicago,North,Technology,Accessories,1726.76,8,0.0,293.95
ORD-1328,2021-09-29,2021-10-05,Same Day,Home Office,Houston,South,Technology,Computers,3637.53,10,0.1,-68.7
ORD-1329,2021-03-01,2021-03-08,Standard Class,Corporate,Miami,South,Furniture,Furnishings,3428.63,8,0.1,325.46
ORD-1330,2022-10-06,2022-10-07,Second Class,Home Office,Miami,South,Furniture,Chairs,3528.75,10,0.4,-422.54
ORD-1331,2022-05-25,2022-05-29,Standard Class,Consumer,Milwaukee,North,Office Supplies,Paper,1741.83,9,0.3,-357.78
ORD-1332,2021-12-05,2021-12-06,Standard Class,Home Office,Denver,West,Office Supplies,Envelopes,3762.12,5,0.2,-292.44
ORD-1333,2022-04-27,2022-04-28,Same Day,Corporate,Denver,West,Office Supplies,Envelopes,2306.29,8,0.4,-497.17
ORD-1334,2023-04-07,2023-04-11,First Class,Home Office,New York,East,Technology,Phones,198.44,2,0.4,-69.44
ORD-1335,2023-01-15,2023-01-22,Same Day,Home Office,Seattle,West,Office Supplies,Envelopes,290.29,6,0.1,59.01
ORD-1336,2021-07-19,2021-07-26,First Class,Home Office,Chicago,North,Office Supplies,Envelopes,3301.37,5,0.0,503.15
ORD-1337,2021-10-15,2021-10-22,Second Class,Consumer,Newark,East,Furniture,Tables,3589.94,10,0.3,-782.29
ORD-1338,2022-01-26,2022-02-01,Standard Class,Corporate,Newark,East,Technology,Computers,1702.91,10,0.3,-401.97
ORD-1339,2021-01-09,2021-01-14,Same Day,Home Office,Atlanta,South,Office Supplies,Binders,3686.35,10,0.4,-255.86
ORD-1340,2021-08-01,2021-08-05,Same Day,Corporate,San Francisco,West,Office Supplies,Binders,3294.46,9,0.4,-280.66
ORD-1341,2022-08-26,2022-08-30,First Class,Home Office,Seattle,West,Technology,Copiers,4027.89,9,0.1,297.35
ORD-1342,2022-03-06,2022-03-11,Second Class,Home Office,Detroit,North,Office Supplies,Binders,3577.63,3,0.2,452.06
ORD-1343,2023-09-11,2023-09-16,First Class,Corporate,Minneapolis,North,Office Supplies,Paper,2861.78,9,0.3,-136.58
ORD-1344,2023-02-20,2023-02-22,First Class,Home Office,New York,East,Office Supplies,Paper,284.26,3,0.0,31.26
ORD-1345,2022-02-22,2022-03-01,Second Class,Home Office,Minneapolis,North,Furniture,Chairs,2715.04,2,0.2,255.78
ORD-1346,2023-02-21,2023-02-25,Standard Class,Home Office,Houston,South,Furniture,Bookcases,2094.5,1,0.2,292.71
ORD-1347,2023-01-24,2023-01-31,First Class,Corporate,Detroit,North,Furniture,Furnishings,2950.16,4,0.4,-858.67
ORD-1348,2021-12-22,2021-12-28,First Class,Consumer,San Francisco,West,Office Supplies,Paper,2578.96,5,0.3,-613.3
ORD-1349,2022-11-08,2022-11-12,Standard Class,Home Office,Los Angeles,West,Office Supplies,Storage,3554.25,6,0.1,-135.12
ORD-1350,2022-10-13,2022-10-18,Second Class,Corporate,Chicago,North,Technology,Accessories,1115.41,9,0.1,118.44
ORD-1351,2022-03-13,2022-03-19,Same Day,Home Office,Dallas,South,Furniture,Bookcases,1672.78,10,0.2,-103.59
ORD-1352,2022-05-08,2022-05-14,First Class,Corporate,Newark,East,Furniture,Bookcases,3076.23,1,0.4,-851.66
ORD-1353,2021-02-20,2021-02-25,Same Day,Corporate,Philadelphia,East,Technology,Accessories,4114.1,9,0.2,17.66
ORD-1354,2023-11-19,2023-11-20,Standard Class,Home Office,Philadelphia,East,Technology,Computers,4742.09,9,0.1,1145.16
ORD-1355,2021-08-01,2021-08-03,Second Class,Consumer,Newark,East,Furniture,Tables,2698.02,2,0.3,-151.17
ORD-1356,2021-06-29,2021-06-30,Second Class,Corporate,Houston,South,Office Supplies,Storage,290.25,10,0.2,5.06
ORD-1357,2023-06-06,2023-06-09,Standard Class,Home Office,Atlanta,South,Technology,Copiers,104.12,10,0.0,21.91
ORD-1358,2023-10-27,2023-10-28,Same Day,Corporate,Philadelphia,East,Office Supplies,Paper,1463.39,5,0.2,46.78
ORD-1359,2021-11-17,2021-11-22,First Class,Home Office,Atlanta,South,Office Supplies,Paper,1114.93,9,0.3,-12.23
ORD-1360,2021-10-17,2021-10-18,Standard Class,Corporate,Los Angeles,West,Technology,Accessories,228.03,9,0.4,-38.99
ORD-1361,2023-04-26,2023-05-02,First Class,Consumer,San Francisco,West,Office Supplies,Storage,4260.27,4,0.1,-7.3
ORD-1362,2021-05-30,2021-06-02,Same Day,Corporate,Newark,East,Furniture,Chairs,3364.99,10,0.2,-405.61
ORD-1363,2022-08-07,2022-08-12,First Class,Home Office,Chicago,North,Furniture,Tables,367.65,8,0.1,16.67
ORD-1364,2022-10-10,2022-10-14,Same Day,Corporate,Minneapolis,North,Office Supplies,Binders,859.82,4,0.2,-65.47
ORD-1365,2023-08-06,2023-08-10,Second Class,Home Office,Milwaukee,North,Furniture,Bookcases,1806.53,2,0.2,-7.06
ORD-1366,2022-06-24,2022-06-30,Standard Class,Home Office,Boston,East,Technology,Computers,4433.95,1,0.0,1189.31
ORD-1367,2022-06-18,2022-06-23,First Class,Corporate,Houston,South,Office Supplies,Binders,4472.05,3,0.4,-931.84
ORD-1368,2023-08-10,2023-08-15,Second Class,Home Office,San Francisco,West,Office Supplies,Storage,2561.85,1,0.3,-360.81
ORD-1369,2021-11-23,2021-11-25,Same Day,Corporate,Denver,West,Office Supplies,Binders,2840.46,3,0.4,-432.25
ORD-1370,2021-05-09,2021-05-12,First Class,Corporate,Boston,East,Furniture,Furnishings,1859.79,9,0.0,466.02
ORD-1371,2022-10-26,2022-10-27,First Class,Home Office,Houston,South,Technology,Phones,3524.61,5,0.4,-563.69
ORD-1372,2021-06-09,2021-06-14,First Class,Corporate,Seattle,West,Technology,Copiers,1272.9,6,0.1,133.54
ORD-1373,2023-06-20,2023-06-22,Second Class,Consumer,Dallas,South,Office Supplies,Paper,1165.35,4,0.4,-182.91
ORD-1374,2023-04-30,2023-05-07,Same Day,Consumer,San Francisco,West,Technology,Phones,1664.52,8,0.0,323.67
ORD-1375,2022-05-15,2022-05-16,Standard Class,Home Office,Los Angeles,West,Office Supplies,Envelopes,656.87,9,0.4,-198.15
ORD-1376,2022-01-04,2022-01-09,First Class,Consumer,Seattle,West,Furniture,Tables,4792.03,1,0.4,-283.82
ORD-1377,2021-12-16,2021-12-18,Second Class,Home Office,Denver,West,Technology,Copiers,4155.21,10,0.4,-1276.42
ORD-1378,2021-05-21,2021-05-23,Same Day,Consumer,Milwaukee,North,Furniture,Bookcases,1903.49,4,0.1,-33.18
ORD-1379,2023-12-25,2023-12-30,Standard Class,Home Office,New York,East,Furniture,Furnishings,3766.87,3,0.0,733.31
ORD-1380,2021-03-30,2021-04-05,Same Day,Corporate,Miami,South,Office Supplies,Envelopes,2658.49,8,0.1,615.51
ORD-1381,2023-09-05,2023-09-12,Same Day,Corporate,Philadelphia,East,Technology,Computers,1177.91,9,0.0,158.99
ORD-1382,2023-12-01,2023-12-02,Same Day,Corporate,Los Angeles,West,Furniture,Chairs,1887.65,6,0.1,295.1
ORD-1383,2022-06-20,2022-06-27,Same Day,Consumer,Philadelphia,East,Furniture,Furnishings,2689.8,5,0.4,-646.38
ORD-1384,2023-01-29,2023-02-03,First Class,Home Office,Dallas,South,Office Supplies,Envelopes,2783.46,10,0.2,407.92
ORD-1385,2022-04-16,2022-04-20,Same Day,Corporate,Houston,South,Office Supplies,Binders,3919.88,9,0.1,-78.07
ORD-1386,2021-07-06,2021-07-13,First Class,Consumer,New York,East,Furniture,Furnishings,743.74,2,0.4,-163.17
ORD-1387,2023-04-01,2023-04-06,Standard Class,Consumer,Milwaukee,North,Furniture,Chairs,3287.75,10,0.2,208.71
ORD-1388,2023-11-28,2023-12-01,Second Class,Home Office,Dallas,South,Technology,Phones,989.84,4,0.4,-194.84
ORD-1389,2021-11-19,2021-11-20,Same Day,Home Office,New York,East,Technology,Computers,4984.15,7,0.3,-718.03
ORD-1390,2021-07-04,2021-07-09,First Class,Corporate,Los Angeles,West,Office Supplies,Paper,1436.78,6,0.4,-108.47
ORD-1391,2023-04-08,2023-04-13,Standard Class,Home Office,Denver,West,Office Supplies,Binders,43.16,2,0.1,3.11
ORD-1392,2022-05-28,2022-06-03,First Class,Corporate,Minneapolis,North,Technology,Phones,2224.99,4,0.3,-180.33
ORD-1393,2021-08-27,2021-08-30,First Class,Corporate,Atlanta,South,Office Supplies,Paper,356.42,4,0.1,54.56
ORD-1394,2022-05-24,2022-05-27,Same Day,Corporate,Minneapolis,North,Office Supplies,Paper,483.19,3,0.2,-61.46
ORD-1395,2022-01-25,2022-01-29,Second Class,Consumer,Detroit,North,Furniture,Bookcases,3690.82,5,0.1,629.76
ORD-1396,2021-08-07,2021-08-08,Standard Class,Corporate,San Francisco,West,Furniture,Bookcases,4602.54,9,0.3,-303.09
ORD-1397,2022-07-17,2022-07-21,Second Class,Consumer,Milwaukee,North,Office Supplies,Storage,930.7,4,0.4,-247.49
ORD-1398,2023-03-18,2023-03-25,Same Day,Corporate,Miami,South,Technology,Phones,3437.97,2,0.1,299.65
ORD-1399,2021-07-26,2021-07-29,Second Class,Corporate,Newark,East,Furniture,Tables,1820.78,5,0.2,-170.89
ORD-1400,2022-01-12,2022-01-16,First Class,Corporate,Miami,South,Office Supplies,Storage,2131.24,6,0.3,-84.79
ORD-1401,2022-04-14,2022-04-21,Same Day,Corporate,Detroit,North,Technology,Computers,517.35,9,0.2,47.2
ORD-1402,2021-01-20,2021-01-22,First Class,Corporate,Denver,West,Furniture,Tables,2119.17,9,0.1,526.97
ORD-1403,2021-07-22,2021-07-28,Standard Class,Corporate,Milwaukee,North,Technology,Phones,833.44,8,0.1,161.81
ORD-1404,2022-06-12,2022-06-15,Second Class,Home Office,Minneapolis,North,Technology,Accessories,118.78,10,0.0,18.45
ORD-1405,2023-11-12,2023-11-16,First Class,Corporate,Seattle,West,Technology,Accessories,3878.23,7,0.3,65.5
ORD-1406,2023-04-09,2023-04-16,First Class,Corporate,Denver,West,Furniture,Bookcases,4537.22,4,0.0,447.37
ORD-1407,2022-07-10,2022-07-14,Same Day,Corporate,Milwaukee,North,Office Supplies,Storage,3909.25,9,0.2,290.73
ORD-1408,2022-04-26,2022-05-02,Standard Class,Consumer,San Francisco,West,Furniture,Chairs,1273.2,7,0.0,144.09
ORD-1409,2023-03-25,2023-03-30,Second Class,Consumer,New York,East,Technology,Phones,3829.68,10,0.0,310.89
ORD-1410,2022-08-05,2022-08-09,Standard Class,Consumer,Dallas,South,Technology,Computers,3139.87,3,0.1,339.18
ORD-1411,2022-07-12,2022-07-17,Same Day,Home Office,Milwaukee,North,Technology,Copiers,2235.33,10,0.4,-663.64
ORD-1412,2023-09-14,2023-09-19,Same Day,Corporate,Miami,South,Office Supplies,Storage,1151.1,6,0.0,210.14
ORD-1413,2023-12-08,2023-12-15,Standard Class,Home Office,Los Angeles,West,Technology,Phones,3796.3,8,0.1,201.83
ORD-1414,2023-06-01,2023-06-08,First Class,Consumer,Houston,South,Technology,Accessories,1478.75,9,0.1,279.53
ORD-1415,2022-05-27,2022-05-29,First Class,Consumer,Atlanta,South,Office Supplies,Envelopes,3580.39,4,0.3,-5.27
ORD-1416,2022-08-07,2022-08-13,Second Class,Consumer,Miami,South,Office Supplies,Binders,3719.78,2,0.2,-97.19
ORD-1417,2022-07-12,2022-07-18,Standard Class,Home Office,Milwaukee,North,Furniture,Furnishings,3121.31,3,0.1,144.18
ORD-1418,2022-07-06,2022-07-08,Standard Class,Corporate,Philadelphia,East,Furniture,Chairs,3581.68,3,0.0,429.24
ORD-1419,2023-10-18,2023-10-21,Standard Class,Corporate,Seattle,West,Technology,Copiers,2329.15,3,0.0,347.22
ORD-1420,2022-01-29,2022-02-05,Second Class,Corporate,Dallas,South,Furniture,Furnishings,1265.4,2,0.3,-1.93
ORD-1421,2023-08-02,2023-08-08,Same Day,Corporate,Dallas,South,Furniture,Chairs,3859.56,4,0.4,-579.7
ORD-1422,2023-12-03,2023-12-04,Second Class,Consumer,Chicago,North,Technology,Computers,1281.5,1,0.2,-115.83
ORD-1423,2021-01-31,2021-02-02,Standard Class,Consumer,Seattle,West,Office Supplies,Envelopes,3976.06,4,0.4,-1248.9
ORD-1424,2021-07-03,2021-07-05,Standard Class,Consumer,Miami,South,Office Supplies,Binders,805.34,6,0.0,205.99
ORD-1425,2021-09-15,2021-09-19,Same Day,Home Office,Chicago,North,Office Supplies,Binders,1178.72,6,0.4,-133.7
ORD-1426,2021-10-03,2021-10-06,First Class,Home Office,Seattle,West,Furniture,Furnishings,4495.34,9,0.3,-170.88
ORD-1427,2022-10-25,2022-10-31,Second Class,Consumer,Miami,South,Furniture,Tables,2352.61,9,0.4,-177.99
ORD-1428,2023-01-22,2023-01-26,Standard Class,Home Office,Seattle,West,Technology,Accessories,23.58,3,0.4,-5.57
ORD-1429,2021-05-10,2021-05-16,Second Class,Home Office,Minneapolis,North,Office Supplies,Binders,4836.47,8,0.3,-933.63
ORD-1430,2021-08-15,2021-08-16,Second Class,Consumer,Minneapolis,North,Technology,Copiers,2625.54,3,0.0,165.76
ORD-1431,2021-07-22,2021-07-23,First Class,Consumer,San Francisco,West,Furniture,Furnishings,2863.64,9,0.3,-150.7
ORD-1432,2022-03-04,2022-03-10,First Class,Home Office,Chicago,North,Furniture,Chairs,2467.2,1,0.0,469.8
ORD-1433,2023-12-20,2023-12-21,Standard Class,Consumer,Miami,South,Technology,Phones,3676.82,4,0.2,-465.56
ORD-1434,2022-01-31,2022-02-05,Same Day,Home Office,San Francisco,West,Office Supplies,Envelopes,3291.25,3,0.4,-534.51
ORD-1435,2023-05-25,2023-05-26,First Class,Home Office,Newark,East,Office Supplies,Storage,850.71,9,0.1,97.82
